htid,year,bib_fmt,stratum,tier,ef_genre,title,description
uc1.$b174456,1944,BK,book,book,doc,"""And pass the ammunition,"" by Chaplain Howell M. Forgy ... edited by Jack S. McDowell.",
txu.059173026932970,1971,BK,book,book,"doc,bib,gov","""With his pistol in his hand"", a border ballad and its hero / by Américo Paredes.",
mdp.39015020715093,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
txu.059173026932960,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
txu.059173026932959,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
txu.059173006126527,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
txu.059172013118848,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
uc1.b3773893,1958,BK,book,book,doc,"""With his pistol in his hand,"" : a border ballad and its hero.",
uc1.32106005768525,1952,BK,book,book,doc,"3: This gun for hire, The confidential agent, The ministry of fear.",
pst.000029169429,1974,BK,book,book,doc,"75 years with the shotgun : an expert hunter and trapshooter shares experiences of a lifetime / by C. T. ""Buck"" Buckman.",
nyp.33433044912586,1961,BK,book,book,doc,A beginner's book of sporting guns and hunting.,
uc1.$b451592,1972,BK,book,book,doc,"A gun play; a play, by Yale M. Udoff.",
umn.31951000792477l,1942,BK,book,book,doc,A history of Browning guns from 1831.,
uc1.31175006806882,1965,BK,book,book_unknown_genre,,"A history of Spanish firearms, by James D. Lavin.",
mdp.39015046330349,1936,BK,book,book,doc,A history of firearms / by Major H. B. C. Pollard ... with forty-one half-tone and line plates.,
mdp.39015000947021,1955,BK,book,book,doc,"A history of firearms, from earliest times to 1914.",
coo.31924004439331,1944,BK,book,book_unknown_genre,,A study of specifications of a factory to manufacture ten thousand .50 caliber machine-gun mountings per month.,
coo.31924014098606,1943,BK,book,book,doc,A study of the experimental neurosis in dogs. A. The identification of gun-shyness with the experimental neurosis. B. The effect of denervation of the adrenal glands on the manifestations of experimental neurosis.,
umn.31951d00635783k,1940,BK,book,book,doc,Advanced gunsmithing.,
uiug.30112050047825,1940,BK,book,book,doc,"Advanced gunsmithing; a manual of instruction in the manufacture, alteration and repair of firearms in-so-far as the necessary metal work with hand and machine tools is concerned, with chapters on the boring, rifling and chambering of barrels, for amateur and professional gunsmiths, by W. F. Vickery",
uiug.30112101465059,1956,BK,book,book_unknown_genre,,Air-guns and air-pistols.,
mdp.39015041025902,1943,BK,book,book_fiction,"doc,fic","All-out Arlene, a story of the girls behind the boys behind the guns / with pictures by Herbert Roese.",
nyp.33433009108980,1947,BK,book,book_unknown_genre,,"American firearms : an histology of American gunsmiths, arms manufacturers & patentees with detailed description of their arms / by Stephen Van Rensselaer.",
nyp.33433009108857,1947,BK,book,book_unknown_genre,,"American firearms : an histology of American gunsmiths, arms manufacturers & patentees with detailed description of their arms / by Stephen Van Rensselaer.",suppl.
uc1.l0068308584,1962,BK,book,book,doc,American firearms and the changing frontier. Written for the Eastern Washington State Historical Society. Drawings by Ronald Kuhler.,
mdp.39015021651719,1953,BK,book,book,doc,"American firearms makers : when, where, and what they made, from the Colonial period to the end of the nineteenth century / A. Merwyn Carey.",
uiug.30112066316800,1939,BK,book,book,doc,"American furniture & English pieces : Remington bronze : Mounted trapper : America historical chintzes, paintings and prints : Staffordshire, Oriental Lowestoft, Chelsea and other English porcelains : property of Mrs. Joseph H. Holmes ; Mrs. Alexander Moro ; a New York private collector and other ow",
pst.000029330164,1978,BK,book,book,doc,American pistol & revolver design and performance / L. R. Wallack.,
pst.000029330607,1977,BK,book,book,doc,American rifle design and performance / L. R. Wallack.,
uiug.30112061061146,1970,BK,book,book,"doc,sta","Ammunition production for Vietnam: impact on southeast Kansas; final report, by Bruce W. Macy, Robert E. Roberts [and] Patricia Quinlan.",
mdp.39015013353613,1970,BK,book,book,"doc,sta","Ammunition production for Vietnam: impact on southeast Kansas; final report, by Bruce W. Macy, Robert E. Roberts [and] Patricia Quinlan.",
uc1.b4498349,1943,BK,book,book,doc,"Ammunition; its history, development and use, 1600 to 1943 -.22 BB cap to 20 mm. shell, by Melvin M. Johnson and Charles T. Haven.",
uc1.b4097614,1952,BK,book,book,doc,"Annie get your gun, as a straight play without music. Based on the original musical play; music and lyrics by Irving Berlin; book by Dorothy and Herbert Fields; original version produced on Broadway by Richard Rodgers and Oscar Hammerstein II.",
nyp.33433016123055,1952,BK,book,book_fiction,"doc,fic",Annie get your gun; a musical play in two acts. Music and lyrics by Irving Berlin; book by Herbert and Dorothy Fields.,
uva.x001496801,1960,BK,book,book,doc,Antique guns / by Hank Wieand Bowman ; edited by Lucian Cary.,
mdp.39015001052805,1953,BK,book,book,doc,Antique guns / by Hank Wieand Bowman and Lucian Cary.,
mdp.39076005891598,1977,BK,book,book,doc,"Antique guns in color, to 1865 / Robert Wilkinson-Latham ; special photography by John Searle Austin ; color paintings and line drawings by Peter Sarson and Tony Bryan.",
uiug.30112113418088,1941,BK,book,book,doc,"Artillery ammunition manufacture, by Arthur B. Guise and J.S. Slicer, Jr. ...",
umn.31951000486017q,1958,BK,book,book,doc,Automatic and repeating shotguns.,
uc1.c086241893,1937,BK,book,book,doc,"Automatic pistol marksmanship, by William Reichenbach; illustrations by Richard Kroth and Edwin Bender.",
uiug.30112106688481,1967,BK,book,book,"doc,bib","Ballistic limit of aluminum plates determined by an exploding foil gun technique / Emilio Alfaro-Bou, Robert G. Thomson.",
uva.x001240484,1957,BK,book,book,"doc,bib,bio","Ben Thompson, man with a gun. With an introd. by William F. Kelleher.",
wu.89059496869,1964,BK,book,book,doc,"Bible in pocket, gun in hand; the story of frontier religion.",
mdp.39015027952566,1972,BK,book,book,doc,"Bible in pocket, gun in hand; the story of frontier religion.",
uva.x000175317,1980,BK,book,book,"doc,bib","Big gun monitors : the history of the design, construction, and operation of the Royal Navy's monitors / Ian Buxton.",
mdp.39015071240124,1979,BK,book,book,doc,"Bitter harvest : hunting in America. Book 1, The guns of Gaylord / by John G. Mitchell.",
uc1.$b808866,1969,BK,book,book_fiction,"doc,fic","Blind man with a pistol, by Chester Himes.",
mdp.39015020751197,1969,BK,book,book_fiction,"doc,fic","Blind man with a pistol, by Chester Himes.",
pst.000027384688,1967,BK,book,book,doc,Book of shotgun sports / by the editors of Sports illustrated. [Text by Virginia Kraft.,
mdp.39015004522952,1977,BK,book,book,doc,"Brassey's artillery of the world : guns, howitzers, mortars, guided weapons, rockets, and ancillary equipment in service with the regular and reserve forces of all nations / editor, Brigadier Shelford Bidwell ; co-authors, compilers, and consultants, Brian Blunt, Tolley Taylor.",
uc1.31822013022298,1973,BK,book,book,"doc,bib,cat",Browning music; a descriptive catalog of the music related to Robert Browning and Elizabeth Barrett Browning in the Armstrong Browning Library: 1972,
nyp.33333219776040,1961,BK,book,book,"doc,bib","Browning, world's greatest gunmaker. With sketches by the author.",
mdp.39015030947066,1960,BK,book,book_fiction,"doc,fic",Burma rifles; a story of Merrill's Marauders.,
nyp.33433006950129,1948,BK,book,book,doc,"Cartridges, a pictorial digest of small arms ammunition, by Herschel C. Logan.",
mdp.39015030948171,1966,BK,book,book,"doc,bib",Catalogue of the Browning collection / compiled by Warner Barnes.,
coo.31924032876173,1965,BK,book,book,doc,"Cavalry tactics : single rank formations and skirmish drill for mounted rifles. For the instruction of the forces of the Confederate States, in the Department of Indian Territory.",
umn.31951t00251349k,1948,BK,book,book,doc,Center fire metric pistol and revolver cartridges / by Henry P. White and Burton D. Munhall ; drawings by Henry P. White.,
uva.x000129338,1974,BK,book,book,doc,Challenge of youth / Friedrich Heer ; [translated from the German by Geoffrey Skelton ; picture research by Gun Brinson].,
umn.31951001836141j,1974,BK,book,book,doc,Challenge of youth / Friedrich Heer ; [translated from the German by Geoffrey Skelton ; picture research by Gun Brinson].,
uiug.30112122615096,1980,BK,book,book,"doc,bib,gov",Characteristics of shotgun shells used for hunting ducks in Illinois / William L. Anderson.,
pst.000051340674,1955,BK,book,book,doc,Churchill's shotgun book : a guide to the successful use of the smooth-bored game gun / by Robert Churchill ; foreword by MacDonald Hastings.,
mdp.39076006566942,1962,BK,book,book,"doc,bib","Civil War guns; the complete story of Federal and Confederate small arms: design, manufacture, identification, procurement, issue, employment, effectiveness, and postwar disposal.",
inu.39000005874727,1961,BK,book,book,doc,Collectors & collections : the Antiques anniversary book  / Edited by Alice Winchester and the staff of Antiques magazine.,
mdp.35128000300036,1975,BK,book,book,doc,"College professoring : or, Through academia with gun and camera / by Oliver P. Kolstoe ; illustrated by Don Paul Benjamin.",
mdp.39015034657364,1959,BK,book,book,doc,"Colt : a collection of letters and photographs about the man, the arms, the company.",
uiug.30112129280407,1946,BK,book,book_unknown_genre,,Commonsense shotgun shooting with Fred Etchen; an introduction by Nash Buckingham.,
pst.000018146783,1970,BK,book,book,"doc,bib","Complete book of the air gun / [by] George C. Nonte, Jr.",
nyp.33433008594230,1940,BK,book,book_unknown_genre,,"Complete tactics, infantry rifle battalion; consisting of the entire new infantry field manual (FM 7-5) together with the tactical portions of new basic field manuals on individual infantry weapons and the new tables of organization.",
mdp.39015009054944,1979,BK,book,book,"doc,gov",Concealed weapons and firearms laws.,
coo.31924003565391,1952,BK,book,book,"doc,bib,cpb","Contributions of browning research to ration item stability; a conference on the status of browning reaction research and a review of its contributions to stabilized packaged rations, held 1 February 1952 at the Quartermaster Food and Container Institute for the Armed Forces, Chicago, Illinois, Rese",
rul.39030016346092,1955,BK,book,book,doc,Custom built rifles.,
pst.000027679418,1973,BK,book,book,"doc,bib",Deer hunting : tactics and guns for hunting all North American deer.,
coo.31924000572879,1976,BK,book,book,"doc,sta","Deer production in the United States, 1969-1973 : analysis and interpretation of data relating to deer and deer hunters, including pre- and post-hunt estimates by species, bow and firearms hunter numbers, and the dollar value of the deer meat taken in all of the 50 states / by Sidney W. Wilcox.",
uiug.30112106609701,1970,BK,book,book,doc,"Developing the critical combat performance required of the infantry rifle platoon leader, by Frank L. Brown and T.O. Jacobs.",70-5 (Apr. 1970)
uc1.31822031033350,1967,BK,book,book,"doc,aut",Devil man with a gun / by Art H. Watson,
uiug.30112057304245,1955,BK,book,book_unknown_genre,,Dirt and doughfeet; combat experiences of a rifle-platoon leader.,
uva.x030765411,1939,BK,book,book,doc,Doctor Two-Guns / by Peter Field.,
mdp.39015071650233,1931,BK,book,book,doc,Dry law facts not fiction : 1890 - comparative facts - 1931 : sensational dry raid facts : Delaware fact finder facts / by Harold D. (Three gun) Wilson.,
uva.x001176364,1938,BK,book,book,doc,Ed McGivern's book on fast and fancy revolver shooting and police training.,
uc1.x30835,1971,BK,book,book,doc,Effects of electrode alignment of a Pierce gun on its current distribution.,
msu.31293100632235,1979,BK,book,book,"doc,bib",Effects of modern technology on firearms identification / by Terrance A. LaVoy.,
uc1.31822007555758,1959,BK,book,book,doc,"Encyclopaedia of modern firearms, parts & assembly. Editor and publisher: F. R. ""Bob"" Brownell. Technical measurements: Wayne Fleming. Original art and photography: James B. Meek. Editorial assistants: Louis M. Brownell [and] Frank R. Brownell, III.",v.1
uc1.b4476075,1964,BK,book,book,"doc,bib,dic",Encyclopedia of firearms / edited by Harold L. Peterson,
mdp.39015015428207,1964,BK,book,book,"doc,bib,dic",Encyclopedia of firearms / edited by Harold L. Peterson,
uc1.c038621633,1938,BK,book,book,doc,English pistols and revolvers; an historical outline of the development and design of English hand firearms from the seventeenth century to the present day.,
mdp.39015011369173,1954,BK,book,book,"doc,bib,dic,D016437,gf2014026086,1411628,1423826,300026186","English, Irish, and Scottish firearms makers : when, where, and what they made, from the middle of the sixteenth century to the end of the nineteenth century.",
mdp.39015070517985,1955,BK,book,book,doc,European firearms / by J. F. Hayward.,
uc1.31822025848912,1966,BK,book,book,"doc,bib,gov",Excavation of two northwestern California coastal sites / Albert B. Elsasser and Robert F. Heizer.  The Pistol River site of Southwest Oregon / Eugene Heflin,
uiug.30112106774752,1966,BK,book,book,"doc,bib",Experimental and theoretical performance of coaxial plasma guns / Charles J. Michels and Albert E. Johansen.,v.3469
mdp.39076000771852,1977,BK,book,book,"doc,bib","Fine arms from Tula : firearms and edged weapons in the Hermitage, Leningrad / [compiled and with introduction by Valentin Mavrodin ; photos. by Valery Priymenko ; translated from the Russian by Rostislav Drapkin]",
mdp.39015004182716,1977,BK,book,book,"doc,bib,sta",Firearm abuse : a research and policy report / by Steven Brill.,
mdp.39015071254984,1969,BK,book,book,doc,"Firearms & self-defense : a handbook for radicals, revolutionaries and easy riders / Intl. Liberation School.",
mdp.39015010694662,1955,BK,book,book,"doc,bib",Firearms curiosa / by Lewis Winant.,
pst.000008941534,1968,BK,book,book,doc,Firearms in England in the fourteenth century. / Introd. by Claude Blair.,
umn.319510009355184,1953,BK,book,book,doc,Firearms of yesterday.,
mdp.39015019140329,1976,BK,book,book,"doc,bib,gov","Firearms on the frontier : guns at Fort Michilimackinac, 1715-1781 / by T. M. Hamilton.",
inu.30000001696586,1967,BK,book,book,"doc,bib","Firearms, traps, & tools of the mountain men [by] Carl P. Russell.",
uc1.b4497536,1967,BK,book,book,"doc,bib","Firearms, traps, & tools of the mountain men [by] Carl P. Russell.",
mdp.39015030733912,1932,BK,book,book_fiction,"doc,fic",Flesh of the wild ox; a Riffian chronicle of high valleys and long rifles / by Carleton Stevens Coon; with a foreword by Earnest Albert Hooton ; and illustrated by Ruth Reeves.,
uc1.$b56409,1932,BK,book,book_fiction,"doc,fic",Flesh of the wild ox; a Riffian chronicle of high valleys and long rifles / by Carleton Stevens Coon; with a foreword by Earnest Albert Hooton ; and illustrated by Ruth Reeves.,
uva.x000016062,1979,BK,book,book,"doc,bib","Foxfire 5 : ironmaking, blacksmithing, flintlock rifles, bear hunting, and other affairs of plain living / edited with an introd. by Eliot Wigginton.",
inu.39000005756890,1979,BK,book,book,"doc,bib","Foxfire 5 : ironmaking, blacksmithing, flintlock rifles, bear hunting, and other affairs of plain living / edited with an introd. by Eliot Wigginton.",
mdp.39015066068779,1979,BK,book,book,"doc,bib","Foxfire 5 : ironmaking, blacksmithing, flintlock rifles, bear hunting, and other affairs of plain living / edited with an introd. by Eliot Wigginton.",
uc1.31822013295936,1973,BK,book,book,"doc,bib,cat","Frederic Remington; an essay and catalogue to accompany a retrospective exhibition of the work of Frederic Remington, by Peter H. Hassrick",
mdp.39015008468681,1978,BK,book,book,"doc,bib","From flintlock to rifle : infantry tactics, 1740-1866 / Steven Ross.",
uva.x000141839,1976,BK,book,book_fiction,"doc,fic",From the earth to the moon = The Baltimore gun club / from the French of Jules Verne ; freely translated by Edward Roth.,
mdp.39015081362892,1951,BK,book,book,"doc,bib",GUNS OVER THE BORDER: AMERICAN AID TO THE JUAREZ GOVERNMENT DURING THE FRENCH INTERVENTION.,
uva.x000486828,1951,BK,book,book,doc,"Gentlemen, swords and pistols.",
uc1.b3898510,1951,BK,book,book,doc,"Gentlemen, swords and pistols.",
pst.000002347028,1969,BK,book,book,doc,German aircraft guns and cannons / by E. J. Hoffschmidt.,
mdp.49015002379932,1979,BK,book,book,"doc,bib","Giving up the gun : Japan's reversion to the sword, 1543-1879 / Noel Perrin.",
mdp.39015001803108,1979,BK,book,book,"doc,bib","Giving up the gun : Japan's reversion to the sword, 1543-1879 / Noel Perrin.",
cub.u183046196768,1942,BK,book,book_fiction,"doc,fic",Gold and guns on Halfaday creek / by James B. Hendryx. Bar-H books.,
uc1.b4499993,1946,BK,book,book,doc,"Good shot! A book of rod, gun, and camera, by Bob, Dan & Ray Holland.",
pur1.32754064364486,1961,BK,book,book,doc,"Great American guns and frontier fighters, written and illustrated by Will Bryant.",
osu.32435005211867,1944,BK,book,book,doc,Gringo Guns / by Peter Field.,
uiug.30112067705183,1980,BK,book,book,"doc,bib,leg,gov",Guide to Illinois firearm data / by Carolyn Rebecca Block.,
uc1.$b27079,1943,BK,book,book,doc,"Gun care and repair, a manual of gunsmithing, by Charles Edward Chapel...",
uc1.$b272373,1939,BK,book,book,"doc,bib","Gun collecting, by Charles Edward Chapel.",
uva.x000661828,1939,BK,book,book,"doc,bib","Gun collecting, by Charles Edward Chapel.",
nyp.33433006952059,1954,BK,book,book,doc,Gun collectors guide: old guns for profit; complete guide to antique gun collecting.,
mdp.39015000698442,1973,BK,book,book,doc,Gun control / [by] Robert J. Kukla. Edited by Harlon B. Carter.,
mdp.39015002602905,1976,BK,book,book,"doc,bib",Gun control.,no.9
uc1.31175001102725,1961,BK,book,book_unknown_genre,,"Gun digest treasury; the best of the Gun Digest from 1945 to 1960, top selections from the first fifteen years. Edited by John T. Amber.",
pst.000032460780,1961,BK,book,book,doc,"Gun dog, revolutionary rapid training method. / Foreword by John W. Randolph. Pictures by Joan Sydlow.",
uc1.b4408662,1964,BK,book,book,"doc,bib","Gun drilling and trepanning; a practical and intensive treatment of the tools, machines, processes, and related elements in the precision machining of deep holes. Prepared under the supervision of National Technical Publications Committee, American Society of Tool and Manufacturing Engineers. Frank ",
uc1.b3636016,1931,BK,book,book,"doc,aut","Gun notches; the life story of a cowboy-soldier, by Captain Thomas H. Rynning, as told to Al Cohn and Joe Chisholm; with a foreword by Rupert Hughes.",
mdp.39015027934960,1931,BK,book,book,"doc,aut","Gun notches; the life story of a cowboy-soldier, by Captain Thomas H. Rynning, as told to Al Cohn and Joe Chisholm; with a foreword by Rupert Hughes.",
osu.32435057556409,1948,BK,book,book_fiction,"doc,fic",Gun smoke yarns / selected by Gene Autry.,
mdp.49015000207663,1976,BK,book,book,"doc,bib","Gun tracing systems study report / submitted by Search Group, inc.",
cub.p101151712003,1935,BK,book,book_unknown_genre,,Gun trouble / [by] James Marshall.,
iau.31858023973310,1934,BK,book,book,doc,"Gun-shy, a comedy in three acts, by Holmer Little and Myla Jo Closser.",
uiug.30112113375957,1943,BK,book,book,doc,"Gunnerman's gold; memories of fifty years afield with a scatter gun, by Horatio Bigelow, with an introduction by Nash Buckingham.",
osu.32435011728995,1961,BK,book,book,"doc,gov",Guns ; the story behind the Nunnemacher collection.,
cub.p101011916066,1942,BK,book,book_unknown_genre,,Guns against the snow : a play in one act / by Harold Mers.,
uva.x001201416,1980,BK,book,book,doc,"Guns and gunmaking tools of Southern Appalachia : the story of the Kentucky rifle : a history of the guns and gunmaking tools at the Museum of Appalachia, Norris, Tennessee / by John Rice Irwin.",
mdp.39015064562179,1945,BK,book,book,doc,Guns and gunning / [by] Captain Paul A. Curtis.,
uc1.c3164202,1971,BK,book,book,"doc,bib","Guns and hunting supplies; shotguns, rifles, pistols, revolvers, rifle sights, traps and birds, gun implements, gun cases, shooting clothing. John P. Lovell Arms Co., 1890, illustrated catalog and historical introduction.",
mdp.39015027418253,1970,BK,book,book,"doc,bib",Guns and rubles; Soviet aid diplomacy in neutral Asia / by Stephen P. Gibert and Wynfred Joshua.,
nyp.33433044118085,1962,BK,book,book_unknown_genre,,Guns and shooting.,
uc1.b3180936,1979,BK,book,book,"doc,bib",Guns at the forks / Walter O'Meara.,
uva.x000275623,1965,BK,book,book,"doc,bib",Guns at the forks.,
nyp.33433044990178,1961,BK,book,book_fiction,"doc,fic",Guns for General Washington. Drawings by Leonard Vosburgh.,
wu.89100006469,1945,BK,book,book,doc,"Guns for Tito, by Major Louis Huot.",
mdp.39015024082441,1963,BK,book,book_fiction,"doc,fic",Guns in the heather / by Lockhart Amerman.,
osu.32435055410658,1938,BK,book,book,doc,Guns in the valley / William Byron Mowery.,
uc1.$b106075,1939,BK,book,book_fiction,"doc,fic","Guns of Burgoyne, by Bruce Lancaster.",
mdp.39015074200463,1964,BK,book,book,doc,Guns of the regressive right; the only reconstruction of the Kennedy assassination that makes sense / by Morris A. Bealle.,
uc1.31210017256460,1975,BK,book,book,"doc,bib,bio",Guns off Gloucester / Joseph E. Garland.,
osu.32435055409031,1943,BK,book,book,doc,Guns on the Cimarron.,
mdp.39015027222127,1957,BK,book,book,"doc,bib",Guns on the early frontiers; a history of firearms from colonial times through the years of the Western fur trade.,
inu.30000005092246,1957,BK,book,book,"doc,bib",Guns on the early frontiers; a history of firearms from colonial times through the years of the Western fur trade.,
uc1.$b42566,1938,BK,book,book,doc,"Guns or butter, by R. H. Bruce Lockhart.",
wu.89094803756,1938,BK,book,book,doc,"Guns or butter, by R. H. Bruce Lockhart.",
mdp.39015023070512,1938,BK,book,book,doc,"Guns or butter, by R. H. Bruce Lockhart.",
mdp.39076002597693,1946,BK,book,book_fiction,"doc,fic",Guns over Champlain / Leon W. Dean.,
uc1.$b105649,1949,BK,book,book_fiction,"doc,fic",Guns wanted; with illus. by A.M. Hughes.,
inu.39000002948169,1978,BK,book,book,"doc,bib,bio","Guns, gold, and caravans : the extraordinary life and times of Fred Meyer Schroder, frontiersman and soldier of fortune, in California, Mexico, Alaska and China, including his discovery of the mysterious pyramids of Shensi and rescue of the boy emperor / by Robert Easton.",
uva.x000790186,1966,BK,book,book,"doc,bib","Guns, sails and empires; technological innovation and the early phases of European expansion, 1400-1700 [by] Carlo M. Cipolla.",
umn.31951p00977790s,1963,BK,book,book,"doc,bib","Gunsmithing ; a manual of firearms design, construction, alteraration, and remodeling / For amateur and professional gunsmiths and users of modern firearms. Drawings by Paul Webb.",
wu.89066035627,1965,BK,book,book,doc,"History of the 8th Machine Gun Battalion, 5th Brigade, 3rd Infantry Division, by W. G. Weaver.",
mdp.39015024087283,1970,BK,book,book_fiction,"doc,fic",Hoagie's rifle-gun / Illustrated by John Schoenherr.,
pst.000029469376,1969,BK,book,book,doc,Home gun care & repair / by Parker O. Ackley.,
pst.000007765865,1973,BK,book,book,"doc,bib",How to rob a bank without a gun.,
umn.31951000516885c,1960,BK,book,book,doc,"How to shoot a movie story : technique of pictorial continuity / Arthur L. Gaskill, David A. Englander ; photos & drawings by Irving Levine ; additional pictures by David A. Marlin.",
mdp.39015025542559,1970,BK,book,book,doc,How to shoot a movie story; technique of pictorial continuity / [by] Arthur L. Gaskill [and] David A. Englander. Photos & drawings by Irving Levine; additional pictures by David A. Marlin.,
uiug.30112050053823,1959,BK,book,book,doc,How to shoot a movie story; technique of pictorial continuity [by] Arthur L. Gaskill [and] David A. Englander. Photos. & drawings by Irving Levine; additional pictures by David A. Marlin.,
umn.31951p008694842,1946,BK,book,book,doc,Hunting small game with shotgun and rifle.,
mdp.49015003002467,1977,BK,book,book,doc,Hunting the uplands with shotgun and rifle / Luther A. Anderson.,
mdp.39015074395412,1954,BK,book,book,"doc,bio",I escaped the Red guns / by Mia Mueller brown ; translated from the German and edited by Josefa H. Schwedler.,
uc1.$b117275,1938,BK,book,book_fiction,"doc,fic","Indian hunting grounds, by Caroline D. Emerson; drawings by Remington Schuyler.",
mdp.39015026529340,1979,BK,book,book,"doc,bib","Interior ballistics of guns / edited by Herman Krier, Martin Summerfield.",
mdp.39015035742488,1979,BK,book,book,"doc,bib","Interior ballistics of guns / edited by Herman Krier, Martin Summerfield.",
uc1.b4140525,1968,BK,book,book,"doc,bib",Interior ballistics; how a gun converts chemical energy into projectile motion [by] E. D. Lowry.,
pst.000033450834,1977,BK,book,book,doc,John Olson's Book of the shotgun / by John Olson.,
pst.000033450704,1974,BK,book,book,doc,John Olson's book of the rifle / by John Olson.,
mdp.39015043002289,1967,BK,book,book_fiction,"doc,fic",Johnny got his gun / Dalton Trumbo.,
mdp.39015058204549,1959,BK,book,book_fiction,"doc,fic",Johnny got his gun.,
cub.p101011913011,1941,BK,book,book_unknown_genre,,"Johnny, get your gun : a farce in one act / by William D. Fisher.",
umn.31951001751985n,1946,BK,book,book,doc,Keith's Rifles for large game.,
pst.000029027491,1970,BK,book,book,doc,Kuhlhoff on guns.,
osu.32435055409478,1952,BK,book,book_fiction,"doc,fic",Law of the six-gun / Paul Evan Lehman.,
uc1.b4951724,1970,BK,book,book,doc,License to carry a gun.,
mdp.39015005660082,1970,BK,book,book,doc,License to carry a gun.,
uc1.31822026346932,1975,BK,book,book,doc,Line throwing gun for oceanographic instrument recovery : operation and service manual / by Richard L. Shutts,
uc1.b4411755,1977,BK,book,book,doc,Loading the revolver with real bullets : poems / by Paul F. Fericano,
cub.p101191807013,1936,BK,book,book_unknown_genre,,Lullaby of guns / by Arthur J. Kirschstein.,
uga1.32108045085480,1951,BK,book,book,doc,Major Ned H. Roberts and the Schuetzen rifle; [compiled from the writings of Ned H. Roberts] Edited and published by Gerald O. Kelver.,
iau.31858047688670,1958,BK,book,book,doc,Manhattan firearms.,
inu.39000002507395,1979,BK,book,book,"doc,bib","Marksmanship, McNamara, and the M16 rifle : organizations, analysis, and weapons acquisition / Thomas L. McNaugher.",
uc1.31175013347748,1945,BK,book,book_unknown_genre,,Men without guns / text by De Witt Mackenzie ; descriptive captions by Major Clarence Worden ; foreword by Major General Norman T. Kirk ; illustrated with 137 plates from the Abbott collection of paintings owned by the United States government.,
pst.000001149685,1970,BK,book,book,doc,Military pistols and revolvers: the handguns of the two world wars / by I. V. Hogg.,
wu.89091239491,1979,BK,book,book,"doc,bib",Modeling and forecasting of maneuvering tank position for gun fire control / by Chairote Kunpanitchakit.,
mdp.39015080058616,1941,BK,book,book,doc,"Modern gun production, including the manufacture of gun carriages, recoil mechanisms, range finders, fire control apparatus.",
nyp.33433009380167,1933,BK,book,book_unknown_genre,,"Modern gunsmithing ; a manual of firearms design,  construction, and remodeling, for amateurs and professionals / by Clyde Baker.",
pst.000030646094,1974,BK,book,book,doc,"Mostly tailfeathers : stories about guns and dogs and birds and other odds and ends / Gene Hill ; drawings by Gordon M. Allen, Jr.",
umn.31951000799855g,1944,BK,book,book,doc,Muzzle flashes; five centuries of firearms and men.,
ien.35556030203848,1975,BK,book,book,doc,"Naval Air Station, North Island, Project 800, proposed new ammunition facility : environmental impact statement.",D
ien.35556030218705,1974,BK,book,book,doc,"Naval ammunition depot, Oahu : environmental impact statement.",D
mdp.39015031607743,1962,BK,book,book,doc,Negroes with guns / by Robert F. Williams. Edited by Marc Schleifer. Introd. by John Henrik Clarke.,
mdp.39015074200679,1962,BK,book,book,doc,Negroes with guns.,
ucw.ark:/13960/t3fx85m42,1948,BK,book,book,doc,"Niagara's frontier, without a soldier and without a gun.",
uiug.30112049416305,1948,BK,book,book,doc,"Niagara's frontier, without a soldier and without a gun.",
uc1.c2946359,1961,BK,book,book,"doc,bib",Noise in crossed-field guns / by Rangaiya Aswathanarayana Rao.,
uc1.b4272059,1973,BK,book,book,doc,Not with a gun.,
coo.31924030705671,1950,BK,book,book_unknown_genre,,Official gun book.,
nyp.33433003231879,1950,BK,book,book_unknown_genre,,Official gun book.,
uva.x001244295,1976,BK,book,book,"doc,bib","Patriots, pistols, and petticoats / Walter J. Fraser, Jr.",
wu.89073156663,1957,BK,book,book,"doc,bib","Patton and his pistols; the favorite side arms of General George S. Patton, Jr., by Milton F. Perry and Barbara W. Parke.",
mdp.39015028019993,1931,BK,book,book,"doc,bib",Peshawar : men versus machine guns / edited by Haridas T. Muzumdar.,
inu.39000005630137,1979,BK,book,book,"doc,aut",Pinto horse rider / by Tom Many Guns ; ill. by Wilbur Black Weasel ; photos by Joe Fisher.,
cub.p101011703068,1949,BK,book,book,doc,Pistol Pete : a rootin'-tootin' western comedy in three acts / Mickey Moran.,
osu.32435055409411,1932,BK,book,book,doc,Pistol pardners / William MacLeod Raine.,
uc1.31822005740030,1961,BK,book,book,doc,"Pistols : a modern encyclopedia / [by] Henry M. Stebbins, Albert J. E. Shay [and] Oscar R. Hammond",
mdp.39015002590993,1940,BK,book,book,"doc,bib",Pistols at ten paces : the story of the code of honor in America / by William Oliver Stevens.,
uc1.31158004863980,1978,BK,book,book,"doc,bio",Pistols for two / by Owen Hatteras [i.e. H. L. Mencken and G. J. Nathan].,
cub.p101151714003,1946,BK,book,book_unknown_genre,,"Poison, poker and pistols / by Elisabet M. Stone.",
