htid,year,bib_fmt,stratum,title,description
uc1.31210006720336,1971,BK,book,The private correspondence of Henry Clay. Edited by Calvin Colton.,
mdp.39015004744655,1977,BK,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,
mdp.39015072126785,1977,BK,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,
uc1.b3868932,1977,BK,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,
coo.31924091592281,1957,BK,book,"The raccolta ; or, A manual of indulgences, prayers, and devotions enriched with indulgences in favor of all the faithful in Christ or of certain groups of persons, and now opportunely revised, edited and in part newly translated into English from the 1950 official edition ""Enchiridion indulgentiaru",
mdp.39015095008168,1960,BK,book,The radiochemistry of mercury / J. Roesmer and P. Kruger.,
uc1.b3315096,1934,BK,book,"The reader's Browning; selected poems, edited, with introduction, bibliography, and notes by Walter Graham.",
mdp.39015041086169,1972,BK,book,"The recent paintings of Colleen Browning. Exhibition to be shown at Kennedy Galleries, New York City, Jan. 5-22, 1972; the Columbus Museum of Arts and Crafts, Columbus, Ga., Feb. 13-Mar. 5, 1972; Columbia Museum of Art, Columbia, S.C., Mar. 19-Apr. 23, 1972; the Florence Museum, Florence, S.C., Apr.",
mdp.39076000518139,1977,BK,book,The recordings of John Coltrane : a discography / by David Wild.,
pur1.32754065494357,1969,BK,book,"The republic of Ecuador, social, intellectual and religious conditions today, by Webster E. Browning ...",
nnc2.ark:/13960/s2t887x9njb,1969,BK,book,"The republic of Ecuador, social, intellectual and religious conditions today, by Webster E. Browning ...",1920
umn.31951d01736452n,1975,BK,book,"The requirements and maintenance of environmental quality in the intensive culture of channel catfish : an annotated bibliography / John Colt, George Tchobanoglous, Brian Wong.",
uc1.31822005466081,1966,BK,book,"The revolver, 1865-1888",
mdp.39015011400978,1967,BK,book,The rifle & the hound in Ceylon.,
pst.000030657526,1978,BK,book,The rifle book / by Jack O'Connor.,
mdp.39015024090154,1967,BK,book,The roan colt / Illustrated by David Parry.,
uc1.$b1705,1964,BK,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",
mdp.39015065420039,1964,BK,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",
mdp.39015065420047,1964,BK,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",
mdp.39015065420054,1964,BK,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",
uc1.$b676050,1969,BK,book,The rules of the game in Paris [by] Nathan Leites. Translated by Derek Coltman. With a foreword by Raymond Aron.,
mdp.39015049909651,1969,BK,book,The rules of the game in Paris [by] Nathan Leites. Translated by Derek Coltman. With a foreword by Raymond Aron.,
inu.39000002302532,1979,BK,book,The salvation of the gentiles : essays on the Acts of the Apostles / Jacques Dupont ; translated by John R. Keating.,
pst.000003094303,1968,BK,book,The scarlet thread : a group on one-act plays for young people. / Drawings by Barbara Remington.,
iau.31858024255303,1939,BK,book,"The scene shifter, by Alice Du Pont Ortiz.",
uva.x000890511,1942,BK,book,The selected poems of Robert Browning / introduction by Pierre Loving.,
uva.x000330349,1942,BK,book,The selected poems of Robert Browning / introduction by Pierre Loving.,
uc1.31822039170147,1968,BK,book,"The shell : five hundred million years of inspired design / by Hugh and Marguerite Stix and R. Tucker Abbott, Du Pont Chair of Malacology, Delaware Museum of Natural History ; photographs by H. Landshoff.",
iau.31858007092145,1937,BK,book,The shorter poems of Robert Browning / edited with an introduction by William Clyde De Vane.,
uva.x000302004,1947,BK,book,"The shorter poems of Robert Browning, edited with an introd. by William Clyde De Vane.",
uc1.b3376604,1976,BK,book,The shotgun behind the door : liberalism and the problem of political obligation / Philip Abbott.,
cub.p101342907015,1963,BK,book,The silent guns.,
mdp.39015046834233,1971,BK,book,The six-gun mystique / by John G. Cawelti.,
mdp.39015031606745,1971,BK,book,The six-gun mystique / by John G. Cawelti.,
mdp.39015020742931,1971,BK,book,The six-gun mystique / by John G. Cawelti.,
inu.39000005910109,1971,BK,book,The six-gun mystique / by John G. Cawelti.,
mdp.39015002687781,1975,BK,book,The social history of the machine gun / John Ellis.,
mdp.39076007036739,1975,BK,book,The social history of the machine gun / John Ellis.,
mdp.39015053777457,1968,BK,book,The song of Hiawatha / by Henry Wadsworth Longfellow ; with ill. from designs by Frederic Remington.,
uc1.31970006396185,1969,BK,book,The sonnets of Robert Browning / by Benjamin Sagar,
mdp.39015030705761,1937,BK,book,"The square peg, or, The gun fella / by John Masefield.",
uc1.$b102250,1937,BK,book,"The square peg, or, The gun fella / by John Masefield.",
mdp.35128001439262,1953,BK,book,The story of Colt's revolver; the biography of Col. Samuel Colt.,
uc1.$b172944,1960,BK,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,v. 1
uc1.$b172945,1960,BK,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,v. 2
mdp.39015011279117,1960,BK,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,v.1
mdp.39015011277962,1960,BK,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,v.2
uc1.b4237007,1959,BK,book,"The tanks; the history of the Royal Tank Regiment and its predecessors, Heavy Branch, Machine-Gun Corps, Tank Corps, and Royal Tank Corps, 1914-1945.",v.2
msu.31293031752946,1975,BK,book,The tenth year / by Kaye Kruger Zahorchak.,
uva.x000221438,1967,BK,book,The theology of the spiritual life / by Karl Rahner ; translated by Karl-H. and Boniface Kruger.,v.3
uva.x000619575,1967,BK,book,The theology of the spiritual life / by Karl Rahner ; translated by Karl-H. and Boniface Kruger.,v.3
pst.000006168384,1962,BK,book,The three bears and Goldilocks. / Edited by Nova Nestrick. Illustrated by Barbara Remington.,
txu.059173018310443,1965,BK,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,
txu.059173015221675,1965,BK,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,
uc1.32106009254126,1965,BK,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,
uc1.32106000240942,1967,BK,book,The tournament: its periods and phases [by] R. Coltman Clephan. With a pref. by Charles Ffoulkes.,
uiuc.1347713,1967,BK,book,The tournament: its periods and phases [by] R. Coltman Clephan. With a pref. by Charles Ffoulkes.,
uc1.b4592588,1972,BK,book,The tragi-comedy of Pen Browning (1849-1912). With an introd. by Robert Coles.,
mdp.39015031213419,1972,BK,book,The tragi-comedy of Pen Browning (1849-1912). With an introd. by Robert Coles.,
mdp.39015031169306,1963,BK,book,"The treasure house of early American rooms / Photos, by Gilbert Ask. Introd. by Henry Francis du Pont.",
pst.000012358335,1979,BK,book,The treasury of sporting guns / by Charles F. Waterman ; special photography by J. Barry O'Rourke and Robert J. Kligge.,
mdp.39015023186169,1962,BK,book,"The treasury of the gun / Technical consultation by Howard L. Blackmore, Claude Blair [and] William Reid. [Special photography by Arie de Zanger]",
mdp.39015007067989,1963,BK,book,The triple soul: Browning's theory of knowledge.,
uc1.b3578900,1963,BK,book,The triple soul: Browning's theory of knowledge.,
coo.31924002304818,1949,BK,book,The utilization of the older worker in industry; a case study of the older worker at the Ithaca Gun Company.,
mdp.39076005352732,1975,BK,book,The vanishing land : the corporate theft of America / Frank Browning.,
mdp.39015009290589,1973,BK,book,The variance and the unity; a study of the complementary poems of Robert Browning / [by] William E. Harrold.,
coo.31924004019034,1962,BK,book,The velocity distribution in a velocity-modulated electron beam from a shielded Pierce gun.,
uva.x000131975,1976,BK,book,The versification of Robert Browning / by Harlan Henthorne Hatcher.,
mdp.39076006224641,1968,BK,book,The versification of Robert Browning.,
mdp.49015001008342,1969,BK,book,The versification of Robert Browning.,
mdp.39015046858547,1966,BK,book,The woman with the little fox : three novellas / by Violette Leduc ; translated from the French by Derek Coltman.,
uc1.$b63973,1933,BK,book,"The woods colt, a novel of the Ozark hills, by Thames Williamson; illustrated by Raymond Bishop.",
uiug.30112124388437,1958,BK,book,"The worth of a boy; report on a camp for disturbed youngsters [by] Bert Kruger Smith, with the assistance of Campbell Loughmiller. Based in part on a master's thesis by Wilbur Clarence Breining, jr.",
hvd.32044004481974,1937,BK,book,"The year book of the golden anniversary of the Boston Browning Society, 1885-1935.",
mdp.39015095256676,1974,BK,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",
uc1.b4127558,1974,BK,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",
uc1.b3760379,1974,BK,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",
uc1.$b236121,1936,BK,book,They gave him a gun / by William Joyce Cowen.,
mdp.39015000619265,1936,BK,book,This gun for hire.,
wu.89059402404,1965,BK,book,"This they remembered : the history of the four companies and those in other companies who went from Oglethorpe County to  serve in the War Between the States; the Gilmer Blues, the Oglethorpe Rifles, the Tom Cobb Infantry, the Echols Artillery / Georgia Division, United Daughters of the Confederacy.",
mdp.39015063732658,1976,BK,book,Three years in California / Walter Colton.,
txu.059173018131488,1976,BK,book,Three years in California / Walter Colton.,
wu.89010821957,1978,BK,book,Time dependent subtraction imaging using computerized fluoroscopy / by Robert Anthony Kruger.,
uc1.$b440968,1964,BK,book,"Time's revenges; Browning's reputation as a thinker, 1889-1962.",
mdp.39015013444123,1964,BK,book,"Time's revenges; Browning's reputation as a thinker, 1889-1962.",
mdp.39015001960213,1969,BK,book,Toward a new curriculum in physical education / [by] Marlin M. Mackenzie.,
uc1.b4384697,1969,BK,book,Toward a new curriculum in physical education / [by] Marlin M. Mackenzie.,
umn.31951d01416151y,1979,BK,book,Trails for Oregon : a plan for a recreation trails system / by Jack Remington and Jean Keating.,
coo.31924000873038,1971,BK,book,"Training a colt at the ""Ranch in White"", by Cal and Ruth Thompson.",
uiug.30112101468889,1952,BK,book,Training gun dogs to retrieve; with foreword by Joe Stetson. Illus. by Ernest H. Hart.,
uc1.c3474296,1957,BK,book,"Transfer of learning sets employing ""learning without awareness"" procedures / by Julius Marlin Sassenrath.",
mdp.39015011853101,1966,BK,book,Transistor physics and circuits / [by] Marlin P. Ristenbatt [and] Robert L. Riddle.,
uc1.b4164615,1966,BK,book,Transistor physics and circuits / [by] Marlin P. Ristenbatt [and] Robert L. Riddle.,
pst.000025073386,1969,BK,book,Trapshooting with D. Lee Braun and the Remington pros. / Edited by Robert Campbell.,
wu.89038467411,1940,BK,book,Trees and shrubs for landscape effects / by Marian Cruger Coffin.,
mdp.39015033369037,1971,BK,book,Tristan; a novel / Translated by Derek Coltman.,
mdp.39015031489944,1971,BK,book,Turning the guns around; notes on the GI movement / [by] Larry G. Waterhouse and Mariann G. Wizard.,
uc1.31822033774068,1968,BK,book,"Turquoise & Six-guns : the story of Cerrillos, New Mexico / by Marc Simmons",
mdp.39015008538236,1968,BK,book,Twentieth century / by Joel G. Colton and the editors of Time-Life Books.,
mdp.39015005395051,1971,BK,book,Twenty-two unpublished letters of Elizabeth Barrett Browning and Robert Browning addressed to Henrietta and Arabella Moulton-Barrett.,
uva.x030800547,1945,BK,book,"Twinkle, the baby colt,",
uc1.b4505452,1968,BK,book,"Two Guns, Arizona.",
osu.32435067916981,1936,BK,book,Two-gun Montana / by Tex Reynolds ; illustrated by Henry E. Vallely.,
nyp.33433040256582,1946,BK,book,Two-gun Rio kid / Don Davis.,
coo.31924027499734,1952,BK,book,Two-gun journalism in New Orleans.,
mdp.39015002646449,1972,BK,book,Under the guns; New York: 1775-1776.,
uc1.b4437445,1972,BK,book,Under the guns; New York: 1775-1776.,
mdp.39015021265643,1960,BK,book,Underhammer guns / With a foreword by Hugh Smiley.,
uc1.b3843784,1965,BK,book,"Understanding mental health, a common need, a less frequent achievement. Edited by Robert L. Sutherland and Bert Kruger Smith.",
mdp.39015072181228,1965,BK,book,"Understanding mental health, a common need, a less frequent achievement. Edited by Robert L. Sutherland and Bert Kruger Smith.",
chi.46388285,1957,BK,book,Univac GP : generalized programming/ Remington Rand Univac.,c.1
txu.059173026797911,1968,BK,book,Urbanization and internal migration in Latin America / Harley L. Browning.,
uc1.c2944680,1962,BK,book,Urbanization in Mexico / by Harley Linwood Browning.,
mdp.39015008619549,1967,BK,book,Vanishing Cornwall / Photos. by Christian Du Maurier Browning.,
uc1.b4092946,1967,BK,book,Vanishing Cornwall / Photos. by Christian Du Maurier Browning.,
coo.31924004484584,1978,BK,book,"Vapor phase epitaxial growth of GaAs / by William Marlin Evey, Jr.",
mdp.39015065512496,1949,BK,book,Vectors and matrices / by Cyrus Colton MacDuffee.,
uc1.b4062781,1943,BK,book,"Vectors and matrices, by Cyrus Colton MacDuffee.",
uc1.31822013022561,1973,BK,book,"Versatile Yankee; the art of Jonathan Fisher, 1768-1847 [by] Alice Winchester",
mdp.39015008269931,1974,BK,book,Very sure of God: religious language in the poetry of Robert Browning / [by] E. LeRoy Lawson.,
uc1.b4585166,1974,BK,book,Very sure of God: religious language in the poetry of Robert Browning / [by] E. LeRoy Lawson.,
inu.30000104741016,1972,BK,book,"Video cartridge, cassette, and disc player systems; proceedings of the symposium, October 7 and 8, 1971, Montreal. Stanley F. Quinn, chairman.",
wu.89010874170,1976,BK,book,"Visions of reality : value and perspectives in the prose of Carlos Castaneda, Robert M. Prisig, Ursula K. Le Guin, James Purdy, Cyrus Colter and Sylvia Plath / by Joan Ellen Perry.",
mdp.39015024576483,1966,BK,book,"War without guns; American civilians in rural Vietnam / [by] George K. Tanham with W. Robert Warne, Earl J. Young, and William A. Nighswonger.",
uc1.b4217849,1966,BK,book,"War without guns; American civilians in rural Vietnam / [by] George K. Tanham with W. Robert Warne, Earl J. Young, and William A. Nighswonger.",
wu.89058523770,1977,BK,book,"We were first, we heard the guns at Wewak : Eglin Field WWII WACs / by ""Cyclone"" Forbes Dahlgren.",
mdp.39015034431182,1966,BK,book,Went to Kansas / by Miriam (Davis) Colt.,
uva.x000378296,1953,BK,book,"What I know about Winchester; recollections of William Greenway Russell, 1800-1891. Reprinted from the Winchester news by the Winchester-Frederick County Historical Society. Editors: Garland R. Quarles [and] Lewis N. Barton ...",
iau.31858024964177,1953,BK,book,What to do when [by] Jennifer Colton [pseud.,
mdp.39015034640980,1965,BK,book,When the guns roared; world aspects of the American Civil War.,
uc1.b4099080,1962,BK,book,Whitey & the colt-killer.,
ien.35556003065067,1969,BK,book,Why pension funds should buy common stocks [by] Colin A. Browning.,
umn.31951p012109241,1952,BK,book,Winchester : the gun that won the West.,
wu.89100332493,1936,BK,book,"Winchester house,/ by Anne Green.",
coo.31924090598735,1964,BK,book,"Wing & shot, gun dog training, by Robert G. Wehle.",
uva.x000574314,1976,BK,book,Winterthur Museum and gardens / Henry Francis du Pont Winterthur Museum.,
hvd.32044031756927,1949,BK,book,"Wisconsin practice methods; a lawyers ̓practical treatise and guide on what to do and how to proceed in the discharge of the various services performed by Wisconsin lawyers, with informative practice suggestions and outlines of procedure, by Marlin M Volz [and others].",
uc1.$b397581,1967,BK,book,With revolvers aimed ... finger bowls. Presented by William S. Burroughs. Translated by Mary Beach.,
mdp.39015002385568,1968,BK,book,"Wolfville yarns of Alfred Henry Lewis / Selected and edited by Rolfe and John Humphries, with an introd. by the former. Illus. of Frederic Remington.",
osu.32435024382368,1953,BK,book,"Woodchuck Cave, a Basketmaker II site in Tsegi Canyon, Arizona, by H. Claiborne Lockett and Lyndon L. Hargrave. Edited by Harold S. Colton and Robert C. Euler.",no.26 1953
mdp.39015070556272,1951,BK,book,Woodchucks and woodchuck rifles.,
uc1.b4625643,1968,BK,book,"Wordsworth, Tennyson, and Browning; a study in human freedom, by Solomon F. Gingerich.",
pst.000028592037,1968,BK,book,"Wordsworth, Tennyson, and Browning; a study in human freedom, by Solomon F. Gingerich.",
uc1.31158004670021,1958,BK,book,World's guns and other weapons. Editor-in-chief: Philip McFarland; executive editor: Burton Brenner; associate editors: Jack Karnes [and others].,
uc1.b4098531,1965,BK,book,Worth fighting for; a history of the Negro in the United States during the Civil War and Reconstruction [by] Agnes McCarthy and Lawrence Reddick. Illustrated by Colleen Browning.,
mdp.39015026262355,1935,BK,book,Yankee arms maker; the incredible career of Samuel Colt / by Jack Rohan.,
uc1.$b27080,1935,BK,book,Yankee arms maker; the incredible career of Samuel Colt / by Jack Rohan.,
uiug.30112039432353,1955,BK,book,Your shotgun vs. you / Russ Elliiott ; illustrated by Lee Davis.,
uiug.30112129280431,1947,SE,serial,"Accommodations for hunters / compiled by Tourist Division, State Department of Commerce.",1947
uiug.30112129280449,1948,SE,serial,"Accommodations for hunters / compiled by Tourist Division, State Department of Commerce.",1948
ufl.31262100711497,1936,SE,serial,American rifleman.,v.84(1936)
mdp.39015080369732,1940,SE,serial,American rifleman.,v.88 no.1 1940 Jan
mdp.39015080369740,1940,SE,serial,American rifleman.,v.88 no.11 1940 Nov
iau.31858028104754,1944,SE,serial,American rifleman.,v.92 Jan.-June 1944
iau.31858028104762,1944,SE,serial,American rifleman.,v.92 July-Dec. 1944
mdp.39015073139910,1944,SE,serial,American rifleman.,v.92 1944
iau.31858028104770,1945,SE,serial,American rifleman.,v.93 Jan.-May 1945
iau.31858028104788,1945,SE,serial,American rifleman.,v.93  Oct. 1945
mdp.39015073139936,1945,SE,serial,American rifleman.,v.93 1945
iau.31858028104796,1946,SE,serial,American rifleman.,v.94 Apr.-June 1946
iau.31858028104804,1946,SE,serial,American rifleman.,v.94 July-Dec. 1946
iau.31858028104812,1947,SE,serial,American rifleman.,v.95 Jan.-June 1947
iau.31858028104820,1947,SE,serial,American rifleman.,v.95 July-Dec. 1947
iau.31858028104838,1948,SE,serial,American rifleman.,v.96 Jan.-June 1948
iau.31858028104846,1948,SE,serial,American rifleman.,v.96 July-Dec. 1948
iau.31858028104853,1949,SE,serial,American rifleman.,v.97 Jan.-June 1949
iau.31858028104861,1949,SE,serial,American rifleman.,v.97 July-Dec. 1949
iau.31858028104895,1951,SE,serial,American rifleman.,v.99 Jan.-June 1951
iau.31858028104903,1951,SE,serial,American rifleman.,v.99 Sept.-Nov. 1951
iau.31858028104911,1952,SE,serial,American rifleman.,v.100 Jan.-June 1952
iau.31858028104929,1952,SE,serial,American rifleman.,v.100 July-Dec. 1952
iau.31858028104952,1954,SE,serial,American rifleman.,v.102 Jan.-June 1954
iau.31858028104960,1954,SE,serial,American rifleman.,v.102 July-Dec. 1954
iau.31858028104978,1955,SE,serial,American rifleman.,v.103 Jan.-June 1955
iau.31858028104986,1955,SE,serial,American rifleman.,v.103 July-Dec. 1955
iau.31858028104994,1956,SE,serial,American rifleman.,v.104 Jan.-June 1956
iau.31858028105009,1956,SE,serial,American rifleman.,v.104 July-Dec. 1956
mdp.39015080370029,1957,SE,serial,American rifleman.,v.105 no.1 1957 Jan
mdp.39015080370094,1957,SE,serial,American rifleman.,v.105 no.2 1957 Feb
iau.31858028105058,1959,SE,serial,American rifleman.,v.107 Jan.-June 1959
iau.31858028105066,1959,SE,serial,American rifleman.,v.107 July-Dec. 1959
mdp.39015080370078,1959,SE,serial,American rifleman.,v.107 no.6 1959 Jun
iau.31858028105074,1960,SE,serial,American rifleman.,v.108 Jan.-June 1960
iau.31858028105082,1960,SE,serial,American rifleman.,v.108 July-Dec. 1960
mdp.39015080370037,1960,SE,serial,American rifleman.,v.108 no.10 1960 Oct
mdp.39015080370227,1960,SE,serial,American rifleman.,v.108 no.11 1960 Nov
coo.31924067335814,1960,SE,serial,American rifleman.,v.108 1960:Jan.-May
coo.31924067335806,1960,SE,serial,American rifleman.,v.108 1960:June-Dec.
iau.31858028105090,1961,SE,serial,American rifleman.,v.109 Jan.-June 1961
iau.31858028105108,1961,SE,serial,American rifleman.,v.109 July-Dec. 1961
coo.31924067335475,1961,SE,serial,American rifleman.,v.109 1961:July-Dec.
coo.31924067335384,1961,SE,serial,American rifleman.,v.109 1961:Jan.-June
iau.31858028105116,1962,SE,serial,American rifleman.,v.110 Jan.-June 1962
iau.31858028105124,1962,SE,serial,American rifleman.,v.110 July-Dec. 1962
coo.31924067335467,1962,SE,serial,American rifleman.,v.110 1962:Jan.-June
iau.31858028105132,1963,SE,serial,American rifleman.,v.111 Jan.-June 1963
iau.31858028105140,1963,SE,serial,American rifleman.,v.111 July-Dec. 1963
coo.31924067335624,1963,SE,serial,American rifleman.,v.111 1963:Jan.-June
coo.31924067335616,1963,SE,serial,American rifleman.,v.111 1963:July-Dec.
mdp.39015080369906,1966,SE,serial,American rifleman.,v.114 no.2 1966 Feb
mdp.39015080369914,1966,SE,serial,American rifleman.,v.114 no.5 1966 May
mdp.39015080369922,1966,SE,serial,American rifleman.,v.114 no.7 1966 Jul
mdp.39015080369930,1966,SE,serial,American rifleman.,v.114 no.9 1966 Sep
uiug.30112122579102,1978,SE,serial,Archery deer hunting information.,1978
osu.32435030908727,1954,SE,serial,"Campground guide for tent or trailer tourists, fishermen, hunters, etc.",1953-54 1953-1954
uiug.30112107767516,1940,SE,serial,"Compilation of laws affecting hunting, fishing and trapping; dealing in furs; and taxidemy / compiled under direction of ... Game and Fish Commissioner.",1939-40
uiug.30112107767508,1942,SE,serial,"Compilation of laws affecting hunting, fishing and trapping; dealing in furs; and taxidemy / compiled under direction of ... Game and Fish Commissioner.",1941-42
osu.32435023367253,1931,SE,serial,Field and stream.,v.36June-Oct 1931
osu.32435023367238,1932,SE,serial,Field and stream.,v.37May-Oct 1932
iau.31858027038987,1932,SE,serial,Field and stream.,v.36 May 1931-Apr. 1932
mdp.39015081203948,1932,SE,serial,Field and stream.,v.36 1931-1932
osu.32435023367212,1933,SE,serial,Field and stream.,v.38May-Oct 1933
iau.31858027038995,1933,SE,serial,Field and stream.,v.37 May 1932-Apr. 1933
mdp.39015079965474,1933,SE,serial,Field and stream.,v.37 1932-1933
osu.32435023367196,1934,SE,serial,Field and stream.,v.39May-Oct 1934
iau.31858027039001,1934,SE,serial,Field and stream.,v.38 May 1933-Apr. 1934
mdp.39015079965326,1934,SE,serial,Field and stream.,v.38 1933-1934
iau.31858027039019,1935,SE,serial,Field and stream.,v.39 May 1934-Apr. 1935
mdp.39015077943523,1935,SE,serial,Field and stream.,v.39 1934/1935
uc1.c2552323,1936,SE,serial,Field and stream.,v.40 1935  MAY-1936  APR
osu.32435023367162,1936,SE,serial,Field and stream.,v.41May-Oct 1936
mdp.39015079965318,1936,SE,serial,Field and stream.,v.40 1935/1936
uc1.c2552324,1937,SE,serial,Field and stream.,v.41 1936  MAY-1937  APR
osu.32435023367154,1937,SE,serial,Field and stream.,v.42May-Oct 1937
mdp.39015079965300,1937,SE,serial,Field and stream.,v.41 1936/1937
uc1.c2552325,1938,SE,serial,Field and stream.,v.42 (May 1937-Apr 1938)
osu.32435023367121,1938,SE,serial,Field and stream.,v.43May-Oct 1938
mdp.39015079965292,1938,SE,serial,Field and stream.,v.42 1937/1938
uc1.c2552326,1939,SE,serial,Field and stream.,v.43 1938  MAY-1939  APR
osu.32435023367113,1939,SE,serial,Field and stream.,v.44May-Oct 1939
mdp.39015079965284,1939,SE,serial,Field and stream.,v.43 1938/1939
uc1.c2552327,1940,SE,serial,Field and stream.,v.44 1939  MAY-1940  APR
osu.32435023367097,1940,SE,serial,Field and stream.,v.45May-Oct 1940
mdp.39015079965276,1940,SE,serial,Field and stream.,v.44 1939/1940
uc1.c2552328,1941,SE,serial,Field and stream.,v.45 1940  MAY-1941  APR
osu.32435023367089,1941,SE,serial,Field and stream.,v.46May-Oct 1941
mdp.39015079965268,1941,SE,serial,Field and stream.,v.45 1940/1941
osu.32435023367063,1942,SE,serial,Field and stream.,v.47May-Oct 1942
iau.31858027039084,1942,SE,serial,Field and stream.,v.46 May 1941-Apr. 1942
mdp.39015079965250,1942,SE,serial,Field and stream.,v.46 1941/1942
uc1.c2552330,1943,SE,serial,Field and stream.,v.47 1942  MAY-1943  APR
osu.32435023367048,1943,SE,serial,Field and stream.,v.48May-Oct 1943
mdp.39015079965433,1943,SE,serial,Field and stream.,v.47 1942/1943
uc1.c2552331,1944,SE,serial,Field and stream.,v.48 1943  MAY-1944  APR
osu.32435023367022,1944,SE,serial,Field and stream.,v.49May-Oct 1944
mdp.39015079965441,1944,SE,serial,Field and stream.,v.48 1943/1944
uc1.c2552332,1945,SE,serial,Field and stream.,v.49 1944  MAY-1945  APR
osu.32435023367014,1945,SE,serial,Field and stream.,v.50May-Oct 1945
mdp.39015079965458,1945,SE,serial,Field and stream.,v.49 1944/1945
osu.32435023366990,1946,SE,serial,Field and stream.,v.51May-Oct 1946
iau.31858027039126,1946,SE,serial,Field and stream.,v.50 May 1945-Apr. 1946
uc1.c2552334,1947,SE,serial,Field and stream.,v.51 1946  MAY-1947  APR
osu.32435023367006,1947,SE,serial,Field and stream.,v.51Nov-Apr 1946-1947
osu.32435023366974,1947,SE,serial,Field and stream.,v.52May-Oct 1947
uc1.c2552335,1948,SE,serial,Field and stream.,v.52 1947  MAY-1948  APR
osu.32435023366982,1948,SE,serial,Field and stream.,v.52Nov-Apr 1947-1948
osu.32435023366958,1948,SE,serial,Field and stream.,v.53May-Oct 1948
iau.31858027039159,1948,SE,serial,Field and stream.,v.53 May-Oct. 1948
osu.32435023366966,1949,SE,serial,Field and stream.,v.53Nov-Apr 1948-1949
iau.31858027039175,1949,SE,serial,Field and stream.,v.54 May-Oct. 1949
iau.31858027039167,1949,SE,serial,Field and stream.,v.53 Nov. 1948-Apr. 1949
uc1.c2552337,1950,SE,serial,Field and stream.,v.54 (May 1949-Apr 1950)
osu.32435023366925,1950,SE,serial,Field and stream.,v.55May-Oct 1950
iau.31858027039183,1950,SE,serial,Field and stream.,v.54 Nov. 1949-Apr. 1950
uc1.c2552338,1951,SE,serial,Field and stream.,v.55 1950  MAY-1951  APR
osu.32435023366933,1951,SE,serial,Field and stream.,v.55Nov-Apr 1950-1951
osu.32435023366909,1951,SE,serial,Field and stream.,v.56May-Oct 1951
iau.31858027039209,1951,SE,serial,Field and stream.,v.55 Nov. 1950-Apr. 1951
uc1.c2552339,1952,SE,serial,Field and stream.,v.56 (May 1951-Apr 1952)
osu.32435023366917,1952,SE,serial,Field and stream.,v.56Nov-Apr 1951-1952
osu.32435023366883,1952,SE,serial,Field and stream.,v.57May-Oct 1952
iau.31858027039225,1952,SE,serial,Field and stream.,v.57 May-Oct. 1952
uc1.c2552340,1953,SE,serial,Field and stream.,v.57 1952  MAY-1953  APR
osu.32435023366891,1953,SE,serial,Field and stream.,v.57Nov-Apr 1952-1953
osu.32435053092144,1953,SE,serial,Field and stream.,v.58June 1953
iau.31858027039233,1953,SE,serial,Field and stream.,v.57 Nov. 1952-Apr. 1953
uc1.c2552341,1954,SE,serial,Field and stream.,v.58 (May 1953-Apr 1954)
osu.32435053092045,1954,SE,serial,Field and stream.,v.59June 1954
osu.32435053092482,1954,SE,serial,Field and stream.,v.59July 1954
osu.32435053092433,1954,SE,serial,Field and stream.,v.59Aug 1954
iau.31858033763800,1954,SE,serial,Field and stream.,v.58 Nov. 1953-Apr. 1954
uc1.c2552342,1955,SE,serial,Field and stream.,v.59 1954  MAY-1955  APR
